alert_id,alert_timestamp,risk_score,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,errorBalanceOrig,isZeroBalanceOrig,isZeroBalanceDest,amountToBalanceRatio,destBalanceUnchanged,txn_count,amount_outlier,oldbalanceOrg_outlier,newbalanceOrig_outlier,oldbalanceDest_outlier,newbalanceDest_outlier,rule_based_flag,rule_based_score,ml_flag,ml_score,network_flag,final_risk_score,high_risk_flag
ALERT-000619,2025-11-15 13:50:53,2.0,6,TRANSFER,714579.59,C456897159,0.0,0.0,C481402298,964003.33,2274476.83,0,0,1,1,0,71457959.0,0,1,0,0,0,0,0,False,0.0,0,0.01315696110007225,True,2.0,True
ALERT-000620,2025-11-15 13:50:53,2.0,6,TRANSFER,227653.62,C298750745,49409.3,0.0,C977993101,619496.16,847149.78,0,0,1,0,0,4.607505469618068,0,1,0,0,0,0,0,False,0.0,0,0.025346035327029393,True,2.0,True
ALERT-000621,2025-11-15 13:50:53,2.0,6,CASH_OUT,445270.15,C561711442,0.0,0.0,C11003494,1852820.14,3459705.48,0,0,1,1,0,44527015.0,0,1,0,0,0,1,1,False,0.0,0,0.007102800889513039,True,2.0,True
ALERT-000622,2025-11-15 13:50:53,2.0,6,CASH_OUT,121885.87,C1216926186,0.0,0.0,C985934102,1665816.46,2941514.43,0,0,1,1,0,12188587.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000623,2025-11-15 13:50:53,2.0,6,CASH_OUT,178391.81,C1369116416,0.0,0.0,C481402298,785611.52,2274476.83,0,0,1,1,0,17839181.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000624,2025-11-15 13:50:53,2.0,6,CASH_OUT,259080.76,C271696288,0.0,0.0,C1789550256,1852820.14,3459705.48,0,0,1,1,0,25908076.0,0,1,0,0,0,1,1,False,0.0,0,0.007102800889513039,True,2.0,True
ALERT-000625,2025-11-15 13:50:53,2.0,6,CASH_OUT,349474.53,C1877984746,0.0,0.0,C481402298,436136.98,2274476.83,0,0,1,1,0,34947453.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000626,2025-11-15 13:50:53,2.0,6,TRANSFER,728152.2725,C1234328865,0.0,0.0,C1023714065,1852820.14,3216387.7,0,0,1,1,0,159561293.0,0,1,1,0,0,1,0,False,0.0,0,0.07560881925082891,True,2.0,True
ALERT-000627,2025-11-15 13:50:53,2.0,6,CASH_OUT,77347.46,C1442749487,0.0,0.0,C1286084959,1852820.14,3105859.14,0,0,1,1,0,7734746.000000001,0,1,0,0,0,1,0,False,0.0,0,0.00427794213245089,True,2.0,True
ALERT-000628,2025-11-15 13:50:53,2.0,6,CASH_OUT,280736.2,C1993471722,0.0,0.0,C1782113663,976242.56,1477358.35,0,0,1,1,0,28073620.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000629,2025-11-15 13:50:53,2.0,6,TRANSFER,358736.5,C286720552,0.0,0.0,C909295153,1852820.14,3459705.48,0,0,1,1,0,35873650.0,0,1,0,0,0,1,1,False,0.0,0,0.0002521432173474552,True,2.0,True
ALERT-000630,2025-11-15 13:50:53,2.0,6,CASH_OUT,7323.56,C542306453,0.0,0.0,C459857341,56429.71,63753.27,0,0,1,1,0,732356.0,0,1,0,0,0,0,0,False,0.0,0,0.013876861465979273,True,2.0,True
ALERT-000631,2025-11-15 13:50:53,2.0,6,CASH_OUT,60311.86,C1569706103,0.0,0.0,C1916720513,1852820.14,3459705.48,0,0,1,1,0,6031186.0,0,1,0,0,0,1,1,False,0.0,0,0.016389592529245857,True,2.0,True
ALERT-000632,2025-11-15 13:50:53,2.0,6,TRANSFER,626070.45,C1190031379,0.0,0.0,C1360767589,1852820.14,3459705.48,0,0,1,1,0,62607044.99999999,0,1,0,0,0,1,1,False,0.0,0,0.0002521432173474552,True,2.0,True
ALERT-000633,2025-11-15 13:50:53,2.0,6,CASH_OUT,245086.32,C1790048347,0.0,0.0,C977993101,374409.84,847149.78,0,0,1,1,0,24508632.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000634,2025-11-15 13:50:53,2.0,6,CASH_OUT,80710.33,C1806545036,64513.03,0.0,C214774813,1852820.14,3459705.48,0,0,1,0,0,1.251070210157545,0,1,0,0,0,1,1,False,0.0,0,0.08514382163261622,True,2.0,True
ALERT-000635,2025-11-15 13:50:53,2.0,6,TRANSFER,488338.66,C846570623,0.0,0.0,C1590550415,1852820.14,3459705.48,0,0,1,1,0,48833866.0,0,1,0,0,0,1,1,False,0.0,0,0.0002521432173474552,True,2.0,True
ALERT-000636,2025-11-15 13:50:53,2.0,6,CASH_OUT,233776.61,C1728502333,45364.0,0.0,C728885526,111507.27,345283.88,0,0,1,0,0,5.153350894982806,0,1,0,0,0,0,0,False,0.0,0,0.043763919156875185,True,2.0,True
ALERT-000637,2025-11-15 13:50:53,2.0,6,TRANSFER,728152.2725,C458946139,0.0,0.0,C1816757085,1852820.14,3459705.48,0,0,1,1,0,116867462.00000001,0,1,1,0,0,1,1,False,0.0,0,0.09342741893377157,True,2.0,True
ALERT-000638,2025-11-15 13:50:53,2.0,6,CASH_IN,390456.9,C1566364176,532686.54,575493.61,C728885526,501964.17,345283.88,0,0,1,0,0,0.04515903518462325,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000639,2025-11-15 13:50:53,2.0,6,CASH_IN,348217.27,C1842537555,532686.54,575493.61,C1674899618,1852820.14,3459705.48,0,0,1,0,0,0.04314351662324786,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000640,2025-11-15 13:50:53,2.0,6,CASH_IN,218225.2,C290137108,532686.54,575493.61,C1782113663,1194467.76,1477358.35,0,0,1,0,0,0.030178370511177898,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000641,2025-11-15 13:50:53,2.0,6,CASH_IN,189057.7,C1610429917,532686.54,575493.61,C1983747920,1063743.47,874685.77,0,0,1,0,0,0.029652858548224623,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000642,2025-11-15 13:50:53,2.0,6,CASH_IN,258203.07,C1173897563,532686.54,575493.61,C1504109395,1852820.14,2554285.76,0,0,1,0,0,0.052463271463183365,0,1,0,1,1,1,0,False,0.0,0,0.0,True,2.0,True
ALERT-000643,2025-11-15 13:50:53,2.0,6,TRANSFER,728152.2725,C771843019,0.0,0.0,C1234776885,1136119.9,2315350.49,0,0,1,1,0,93447964.0,0,1,1,0,0,0,0,False,0.0,0,0.06933657093807159,True,2.0,True
ALERT-000644,2025-11-15 13:50:53,2.0,6,CASH_IN,94008.7,C55527633,532686.54,575493.61,C665576141,1852820.14,3459705.48,0,0,1,0,0,0.0196902594529481,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000645,2025-11-15 13:50:53,2.0,6,CASH_IN,69293.41,C2007522934,532686.54,575493.61,C662736689,1852820.14,3459705.48,0,0,1,0,0,0.015827244432474286,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000646,2025-11-15 13:50:53,2.0,6,TRANSFER,258126.09,C1797821749,0.0,0.0,C1883840933,1852820.14,3459705.48,0,0,1,1,0,25812609.0,0,1,0,0,0,1,1,False,0.0,0,0.0002521432173474552,True,2.0,True
ALERT-000647,2025-11-15 13:50:53,2.0,6,CASH_IN,162671.15,C160572332,532686.54,575493.61,C1750905143,297998.36,135327.21,0,0,1,0,0,0.03868413727963693,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000648,2025-11-15 13:50:53,2.0,6,CASH_OUT,237752.47,C136108302,0.0,0.0,C1782113663,1477358.35,1655753.7,0,0,1,1,0,23775247.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000649,2025-11-15 13:50:53,2.0,6,TRANSFER,416126.78,C271594494,0.0,0.0,C97730845,1852820.14,3459705.48,0,0,1,1,0,41612678.0,0,1,0,0,0,1,1,False,0.0,0,0.0002521432173474552,True,2.0,True
ALERT-000650,2025-11-15 13:50:53,2.0,6,CASH_OUT,404491.79,C64605090,72066.06,0.0,C1983747920,874685.77,1279177.56,0,0,1,0,0,5.6127917913092515,0,1,0,0,0,0,0,False,0.0,0,0.025501810346336393,True,2.0,True
ALERT-000651,2025-11-15 13:50:53,2.0,6,CASH_IN,434517.44,C1757718624,532686.54,575493.61,C306206744,1852820.14,3459705.48,0,0,1,0,0,0.09783580132343447,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000652,2025-11-15 13:50:53,2.0,7,CASH_OUT,138456.64,C1815672030,0.0,0.0,C97730845,1852820.14,3459705.48,0,0,1,1,0,13845664.000000002,0,1,0,0,0,1,1,False,0.0,0,0.007102800889513039,True,2.0,True
ALERT-000653,2025-11-15 13:50:53,2.0,6,TRANSFER,225464.91,C361948480,103559.0,0.0,C1297685781,81276.96,542942.3,0,0,1,0,0,2.1771638389710213,0,1,0,0,0,0,0,False,0.0,0,0.023422330372074435,True,2.0,True
ALERT-000654,2025-11-15 13:50:53,2.0,6,TRANSFER,130145.62,C2073830279,14281.0,0.0,C1531333864,55974.56,189573.05,0,0,1,0,0,9.113200756249562,0,1,0,0,0,0,0,False,0.0,0,0.053670537805829366,True,2.0,True
ALERT-000655,2025-11-15 13:50:53,2.0,7,TRANSFER,728152.2725,C425232550,0.0,0.0,C1286084959,1852820.14,3459705.48,0,0,1,1,0,79272779.0,0,1,1,0,0,1,1,False,0.0,0,0.003968253968253967,True,2.0,True
ALERT-000656,2025-11-15 13:50:53,2.0,7,TRANSFER,728152.2725,C1021071701,0.0,0.0,C481402298,1852820.14,3459705.48,0,0,1,1,0,91380564.0,0,1,1,0,0,1,1,False,0.0,0,0.003968253968253967,True,2.0,True
ALERT-000657,2025-11-15 13:50:53,2.0,7,TRANSFER,498910.36,C1772106148,148340.81,0.0,C769342184,1852820.14,3459705.48,0,0,1,0,0,3.363271105233954,0,1,0,0,0,1,1,False,0.0,0,0.012300942022224669,True,2.0,True
ALERT-000658,2025-11-15 13:50:53,2.0,7,TRANSFER,728152.2725,C1115434134,0.0,0.0,C1883840933,1852820.14,3459705.48,0,0,1,1,0,163216490.0,0,1,1,0,0,1,1,False,0.0,0,0.057456449237876975,True,2.0,True
ALERT-000659,2025-11-15 13:50:53,2.0,7,TRANSFER,553290.0,C439751089,0.0,0.0,C248609774,1852820.14,3459705.48,0,0,1,1,0,55329000.0,0,1,0,0,0,1,1,False,0.0,0,0.0002521432173474552,True,2.0,True
ALERT-000660,2025-11-15 13:50:53,2.0,7,TRANSFER,12717.38,C147663797,0.0,0.0,C1674899618,1852820.14,3459705.48,0,0,1,1,0,1271738.0,0,1,0,0,0,1,1,False,0.0,0,0.0093142351768452,True,2.0,True
ALERT-000661,2025-11-15 13:50:53,2.0,7,TRANSFER,728152.2725,C781103026,0.0,0.0,C2083562754,1852820.14,3459705.48,0,0,1,1,0,167553006.0,0,1,1,0,0,1,1,False,0.0,0,0.057456449237876975,True,2.0,True
ALERT-000662,2025-11-15 13:50:53,2.0,7,TRANSFER,728152.2725,C1010419513,0.0,0.0,C11003494,1852820.14,3459705.48,0,0,1,1,0,130648906.0,0,1,1,0,0,1,1,False,0.0,0,0.07528049576348392,True,2.0,True
ALERT-000663,2025-11-15 13:50:53,2.0,7,CASH_OUT,193646.29,C978798,71512.73,0.0,C1262822392,1852820.14,3459705.48,0,0,1,0,0,2.7078576080090917,0,1,0,0,0,1,1,False,0.0,0,0.05995159936321317,True,2.0,True
ALERT-000664,2025-11-15 13:50:53,2.0,1,CASH_OUT,1341.58,C1155769010,0.0,0.0,C557041912,80341.0,557537.26,0,0,1,1,0,134158.0,0,1,0,0,0,0,0,False,0.0,0,0.014071021142897568,True,2.0,True
ALERT-000665,2025-11-15 13:50:53,2.0,7,CASH_IN,132499.75,C602011152,10269.0,142768.75,C1750905143,135327.21,2827.46,0,0,1,0,0,12.902887330801441,0,1,0,0,0,0,0,False,0.0,0,0.005082898680828757,True,2.0,True
ALERT-000666,2025-11-15 13:50:53,2.0,7,CASH_IN,728152.2725,C804955921,532686.54,575493.61,C392292416,1852820.14,3267222.75,0,0,1,0,0,0.248898018433539,0,1,1,1,1,1,0,False,0.0,0,0.05712314132858875,True,2.0,True
ALERT-000667,2025-11-15 13:50:53,2.0,1,CASH_OUT,89038.75,C1233327519,0.0,0.0,C2083562754,189808.0,1186556.81,0,0,1,1,0,8903875.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000668,2025-11-15 13:50:53,2.0,6,CASH_IN,289490.08,C2042744055,0.0,289490.08,C97730845,1852820.14,3459705.48,0,0,1,1,0,28949008.0,0,1,0,0,0,1,1,False,0.0,0,0.0009708737864077702,True,2.0,True
ALERT-000669,2025-11-15 13:50:53,2.0,7,CASH_IN,186699.23,C62262243,532686.54,575493.61,C481402298,1852820.14,3459705.48,0,0,1,0,0,0.11591832809194479,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000670,2025-11-15 13:50:53,2.0,7,CASH_IN,529190.35,C487246735,532686.54,575493.61,C1883840933,1852820.14,3459705.48,0,0,1,0,0,0.5962807739505013,0,1,0,1,1,1,1,False,0.0,0,0.0065256190971964,True,2.0,True
ALERT-000671,2025-11-15 13:50:53,2.0,7,TRANSFER,328175.59,C422278820,45378.0,0.0,C769342184,1852820.14,3459705.48,0,0,1,0,0,7.232041738287276,0,1,0,0,0,1,1,False,0.0,0,0.020253511192185145,True,2.0,True
ALERT-000672,2025-11-15 13:50:53,2.0,6,CASH_IN,302849.01,C1179968371,289490.08,575493.61,C451111351,1852820.14,3459705.48,0,0,1,0,0,1.046146417176022,0,1,0,0,1,1,1,False,0.0,0,0.02298963766298136,True,2.0,True
ALERT-000673,2025-11-15 13:50:53,2.0,7,CASH_IN,374031.59,C1697201317,532686.54,575493.61,C1816757085,1852820.14,3459705.48,0,0,1,0,0,0.13979736252314873,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000674,2025-11-15 13:50:53,2.0,7,CASH_IN,185113.63,C1198122764,532686.54,575493.61,C248609774,1852820.14,3459705.48,0,0,1,0,0,0.08412001072203505,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000675,2025-11-15 13:50:53,2.0,7,CASH_IN,207762.47,C931280002,532686.54,575493.61,C769342184,1852820.14,3459705.48,0,0,1,0,0,0.1675660329429485,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000676,2025-11-15 13:50:53,2.0,7,CASH_IN,172588.84,C161040638,284646.65,457235.5,C1789550256,1852820.14,3459705.48,0,0,1,0,0,0.6063266158235131,0,1,0,0,0,1,1,False,0.0,0,0.0007451564828614039,True,2.0,True
ALERT-000677,2025-11-15 13:50:53,2.0,7,CASH_OUT,141289.74,C840444920,8894.97,0.0,C453211571,1852820.14,3459705.48,0,0,1,0,0,15.884228951868304,0,1,0,0,0,1,1,False,0.0,0,0.029351913361436607,True,2.0,True
ALERT-000678,2025-11-15 13:50:53,2.0,6,CASH_IN,139999.7,C677696333,532686.54,575493.61,C1816757085,1852820.14,3459705.48,0,0,1,0,0,0.19990834182886114,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000679,2025-11-15 13:50:53,2.0,6,CASH_IN,441551.13,C1605702850,532686.54,575493.61,C1303868418,1852820.14,3284714.1,0,0,1,0,0,0.5254564649633416,0,1,0,1,1,1,0,False,0.0,0,0.00914175989313742,True,2.0,True
ALERT-000680,2025-11-15 13:50:53,2.0,6,CASH_IN,44668.48,C854046605,532686.54,575493.61,C1789550256,1852820.14,3459705.48,0,0,1,0,0,0.03290610541737865,0,1,0,1,1,1,1,False,0.0,0,0.0,True,2.0,True
ALERT-000681,2025-11-15 13:50:53,2.0,6,CASH_IN,588327.76,C1345611807,532686.54,575493.61,C977993101,962737.6,847149.78,0,0,1,0,0,0.11812938039688306,0,1,0,1,1,0,0,False,0.0,0,0.004965859714463066,True,2.0,True
ALERT-000682,2025-11-15 13:50:53,2.0,6,CASH_IN,14768.26,C1957019376,532686.54,575493.61,C665576141,1852820.14,3459705.48,0,0,1,0,0,0.003336310431930871,0,1,0,1,1,1,1,False,0.0,0,0.0,True,2.0,True
ALERT-000683,2025-11-15 13:50:53,2.0,6,TRANSFER,334889.22,C1071901619,50165.0,0.0,C1318822808,15011.03,349900.25,0,0,1,0,0,6.6757544104455295,0,1,0,0,0,0,0,False,0.0,0,0.03247348706230971,True,2.0,True
ALERT-000684,2025-11-15 13:50:53,2.0,7,CASH_OUT,156103.3,C1022473723,0.0,0.0,C392292416,1852820.14,3267222.75,0,0,1,1,0,15610329.999999998,0,1,0,0,0,1,0,False,0.0,0,0.00427794213245089,True,2.0,True
ALERT-000685,2025-11-15 13:50:53,2.0,7,TRANSFER,728152.2725,C143641035,0.0,0.0,C662736689,1852820.14,3459705.48,0,0,1,1,0,122354778.0,0,1,1,0,0,1,1,False,0.0,0,0.09342741893377157,True,2.0,True
ALERT-000686,2025-11-15 13:50:53,2.0,7,TRANSFER,453605.59,C1935350482,0.0,0.0,C11003494,1852820.14,3459705.48,0,0,1,1,0,45360559.0,0,1,0,0,0,1,1,False,0.0,0,0.0002521432173474552,True,2.0,True
ALERT-000687,2025-11-15 13:50:53,2.0,7,CASH_IN,297162.61,C1360711901,532686.54,575493.61,C909295153,1852820.14,3459705.48,0,0,1,0,0,0.035032057080427836,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000688,2025-11-15 13:50:53,2.0,6,CASH_IN,291681.95,C93720343,527557.73,575493.61,C997608398,297874.5,6192.55,0,0,1,0,0,0.5528910551647116,0,1,0,0,1,0,0,False,0.0,0,0.009064807219031993,True,2.0,True
ALERT-000689,2025-11-15 13:50:53,2.0,6,CASH_IN,396205.76,C390994841,532686.54,575493.61,C769342184,1852820.14,3459705.48,0,0,1,0,0,0.2592292108784971,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000690,2025-11-15 13:50:53,2.0,6,CASH_IN,243542.61,C478238740,532686.54,575493.61,C1590550415,1852820.14,3459705.48,0,0,1,0,0,0.12607258190044815,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000691,2025-11-15 13:50:53,2.0,7,CASH_IN,146850.79,C595076272,532686.54,575493.61,C1286084959,1852820.14,3459705.48,0,0,1,0,0,0.0203411674839545,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000692,2025-11-15 13:50:53,2.0,6,CASH_IN,233628.2,C347042785,532686.54,575493.61,C1899073220,1852820.14,3382000.83,0,0,1,0,0,0.10740007083779492,0,1,0,1,1,1,0,False,0.0,0,0.0,True,2.0,True
ALERT-000693,2025-11-15 13:50:53,2.0,7,CASH_IN,194628.84,C1452603040,532686.54,575493.61,C1234776885,1852820.14,3459705.48,0,0,1,0,0,0.02795468601551337,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000694,2025-11-15 13:50:53,2.0,6,CASH_IN,318009.92,C301578586,206609.0,524618.92,C662736689,1852820.14,3459705.48,0,0,1,0,0,1.5391871602882738,0,1,0,0,0,1,1,False,0.0,0,0.005828055163690161,True,2.0,True
ALERT-000695,2025-11-15 13:50:53,2.0,7,CASH_IN,16774.9,C316750525,532686.54,575493.61,C1286084959,1852820.14,3459705.48,0,0,1,0,0,0.0024152106348778154,0,1,0,1,1,1,1,False,0.0,0,0.0,True,2.0,True
ALERT-000696,2025-11-15 13:50:53,2.0,7,CASH_IN,101582.06,C1934634334,532686.54,575493.61,C1286084959,1852820.14,3459705.48,0,0,1,0,0,0.017344425891509828,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000697,2025-11-15 13:50:53,2.0,6,CASH_IN,69196.27,C1561227322,532686.54,575493.61,C769342184,1852820.14,3459705.48,0,0,1,0,0,0.02265653688503603,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000698,2025-11-15 13:50:53,2.0,7,CASH_IN,49378.84,C839099566,532686.54,575493.61,C655381473,60868.75,11489.91,0,0,1,0,0,0.013063981984403835,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000699,2025-11-15 13:50:53,2.0,7,CASH_IN,102072.07,C545225642,532686.54,575493.61,C660143728,160577.57,5471.55,0,0,1,0,0,0.0317036296096242,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000700,2025-11-15 13:50:53,2.0,7,CASH_IN,521813.61,C895062568,532686.54,575493.61,C1782113663,1852820.14,1655753.7,0,0,1,0,0,0.4902242551185997,0,1,0,1,1,1,0,False,0.0,0,0.004424778761061947,True,2.0,True
ALERT-000701,2025-11-15 13:50:53,2.0,7,CASH_IN,84367.69,C1337208570,532686.54,575493.61,C1782113663,1852820.14,1655753.7,0,0,1,0,0,0.08608325348876808,0,1,0,1,1,1,0,False,0.0,0,0.0,True,2.0,True
ALERT-000702,2025-11-15 13:50:53,2.0,7,CASH_IN,387222.06,C1899408794,532686.54,575493.61,C1297685781,685647.85,1120608.72,0,0,1,0,0,0.6531548017055209,0,1,0,1,1,0,0,False,0.0,0,0.013566538654199368,True,2.0,True
ALERT-000703,2025-11-15 13:50:53,2.0,7,TRANSFER,328026.09,C156850393,68313.17,0.0,C885951223,11201.36,67923.23,0,0,1,0,0,4.801798686841791,0,1,0,0,0,0,0,False,0.0,0,0.059108353595703,True,2.0,True
ALERT-000704,2025-11-15 13:50:53,2.0,7,CASH_OUT,151940.71,C2109638031,156109.77,4169.05,C1360767589,1852820.14,3459705.48,0,0,1,0,0,0.9732940481559866,0,1,0,0,0,1,1,False,0.0,0,0.043694700703229256,True,2.0,True
ALERT-000705,2025-11-15 13:50:53,2.0,7,CASH_OUT,302560.42,C1024254289,12341.83,0.0,C1303868418,1852820.14,3459705.48,0,0,1,0,0,24.51503707310828,0,1,0,0,0,1,1,False,0.0,0,0.03381619907572232,True,2.0,True
ALERT-000706,2025-11-15 13:50:53,2.0,7,CASH_IN,123295.69,C1915567579,292745.67,416041.36,C214774813,1852820.14,3459705.48,0,0,1,0,0,0.4211699869036492,0,1,0,0,0,1,1,False,0.0,0,0.0007451564828614039,True,2.0,True
ALERT-000707,2025-11-15 13:50:53,2.0,7,CASH_OUT,174535.28,C644015103,0.0,0.0,C1674899618,1852820.14,3459705.48,0,0,1,1,0,17453528.0,0,1,0,0,0,1,1,False,0.0,0,0.007102800889513039,True,2.0,True
ALERT-000708,2025-11-15 13:50:53,2.0,6,CASH_IN,224547.42,C2059515584,532686.54,575493.61,C1789550256,1852820.14,3459705.48,0,0,1,0,0,0.05919446861971449,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000709,2025-11-15 13:50:53,2.0,7,CASH_OUT,139237.68,C1231119120,0.0,0.0,C1782113663,1852820.14,1655753.7,0,0,1,1,0,13923767.999999998,0,1,0,0,0,1,0,False,0.0,0,0.00427794213245089,True,2.0,True
ALERT-000710,2025-11-15 13:50:53,2.0,7,CASH_OUT,328596.61,C471110969,0.0,0.0,C665576141,1852820.14,3459705.48,0,0,1,1,0,32859660.999999996,0,1,0,0,0,1,1,False,0.0,0,0.007102800889513039,True,2.0,True
ALERT-000711,2025-11-15 13:50:53,2.0,7,CASH_OUT,290908.18,C384500180,0.0,0.0,C1850180796,954203.23,3459705.48,0,0,1,1,0,29090818.0,0,1,0,0,0,0,1,False,0.0,0,0.00809247386713782,True,2.0,True
ALERT-000712,2025-11-15 13:50:53,2.0,7,CASH_OUT,125535.62,C2024275149,0.0,0.0,C1899073220,1852820.14,3459705.48,0,0,1,1,0,12553562.0,0,1,0,0,0,1,1,False,0.0,0,0.007102800889513039,True,2.0,True
ALERT-000713,2025-11-15 13:50:53,2.0,7,CASH_OUT,123472.0,C2078826261,0.0,0.0,C1531333864,243968.25,561728.05,0,0,1,1,0,12347200.0,0,1,0,0,0,0,0,False,0.0,0,0.0016961865386471014,True,2.0,True
ALERT-000714,2025-11-15 13:50:53,2.0,7,CASH_OUT,54395.2,C391915263,587.49,0.0,C1531333864,189573.05,561728.05,0,0,1,0,0,92.58915045362474,0,1,0,0,0,0,0,False,0.0,0,0.0389837668479142,True,2.0,True
ALERT-000715,2025-11-15 13:50:53,2.0,7,TRANSFER,121362.51,C645564279,121950.0,587.49,C1286084959,1852820.14,3459705.48,0,0,1,0,0,0.9951825338253382,0,1,0,0,0,1,1,False,0.0,0,0.0745870129866173,True,2.0,True
ALERT-000716,2025-11-15 13:50:53,2.0,6,CASH_IN,112251.47,C555591232,532686.54,575493.61,C657736958,1852820.14,3459705.48,0,0,1,0,0,0.061353398231679936,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000717,2025-11-15 13:50:53,2.0,7,TRANSFER,451568.12,C752686443,51178.0,0.0,C1816757085,1852820.14,3459705.48,0,0,1,0,0,8.823481183320958,0,1,0,0,0,1,1,False,0.0,0,0.01630094202222467,True,2.0,True
ALERT-000718,2025-11-15 13:50:53,2.0,6,CASH_IN,174123.67,C838733029,532686.54,575493.61,C1721246982,867492.02,1515372.59,0,0,1,0,0,0.031179470904949724,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000719,2025-11-15 13:50:53,2.0,6,CASH_IN,158435.92,C395167539,532686.54,575493.61,C1590550415,1852820.14,3459705.48,0,0,1,0,0,0.02751251679836606,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000720,2025-11-15 13:50:53,2.0,6,CASH_IN,164319.6,C447059608,532686.54,575493.61,C909295153,1852820.14,3459705.48,0,0,1,0,0,0.025984990241151227,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000721,2025-11-15 13:50:53,2.0,6,CASH_IN,400377.11,C156954340,532686.54,575493.61,C985934102,1852820.14,3459705.48,0,0,1,0,0,0.043486169739608324,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000722,2025-11-15 13:50:53,2.0,6,CASH_IN,343371.38,C684154003,532686.54,575493.61,C1883840933,1852820.14,3459705.48,0,0,1,0,0,0.038776463301069666,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000723,2025-11-15 13:50:53,2.0,6,CASH_IN,151301.14,C1969754956,532686.54,575493.61,C1360767589,1852820.14,3459705.48,0,0,1,0,0,0.017383246303037333,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
ALERT-000724,2025-11-15 13:50:53,2.0,6,CASH_IN,292307.46,C1486504709,532686.54,575493.61,C1538745405,546224.26,40362.35,0,0,1,0,0,0.034750762449778066,0,1,0,1,1,0,0,False,0.0,0,0.0,True,2.0,True
ALERT-000725,2025-11-15 13:50:53,2.0,6,CASH_IN,145697.63,C783488821,532686.54,575493.61,C11003494,1852820.14,3459705.48,0,0,1,0,0,0.023071695762480183,0,1,0,1,1,1,1,False,0.0,0,0.0021008403361344533,True,2.0,True
